path,reason
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\J\judgment-thurible-major.md,Invalid YAML: Unsupported frontmatter at line 31: '  The golden religious symbol on the top of this spherical incense holder shifts its form to match the faith of its bearer. You gain no benefit from a judgment thurible if you don’t worship a deity. The spell DC of any spell cast by activating this item is 43.'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\keep-stone-chunk.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  The crowning achievement of Highhelm's millennia of metallurgical advancements and engineering is the beautiful alloy called keep stone. Despite its name, no stone is used in the production of keep stone. Through the use of a highly guarded process that smelts together adamantine and lead, Highhelm's greatest crafters were able to develop a material with an appearance that more closely resembles marble than metal. Keep stone is only slightly weaker than [[adamantine|Adamantine]] alone, but with the incredible ability to disrupt magic. Any spell or magical effect targeting raw keep stone must succeed at a DC 5 flat check or the effect is lost. Keep stone's use in the construction of Torag's Shield is not only to stretch Highhelm's [[adamantine|Adamantine]] reserves further and protect the walls from magical assault, but also because of its protective effects on divination magic on both Highhelm itself and its immediate vicinity. If the target of a divination spell is in the presence of a large quantity of keep stone, including a structure, the caster must also succeed at a DC 5 flat check or the spell is lost."""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\keep-stone-ingot.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  The crowning achievement of Highhelm's millennia of metallurgical advancements and engineering is the beautiful alloy called keep stone. Despite its name, no stone is used in the production of keep stone. Through the use of a highly guarded process that smelts together adamantine and lead, Highhelm's greatest crafters were able to develop a material with an appearance that more closely resembles marble than metal. Keep stone is only slightly weaker than [[adamantine|Adamantine]] alone, but with the incredible ability to disrupt magic. Any spell or magical effect targeting raw keep stone must succeed at a DC 5 flat check or the effect is lost. Keep stone's use in the construction of Torag's Shield is not only to stretch Highhelm's [[adamantine|Adamantine]] reserves further and protect the walls from magical assault, but also because of its protective effects on divination magic on both Highhelm itself and its immediate vicinity. If the target of a divination spell is in the presence of a large quantity of keep stone, including a structure, the caster must also succeed at a DC 5 flat check or the spell is lost."""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\keep-stone.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  The crowning achievement of Highhelm's millennia of metallurgical advancements and engineering is the beautiful alloy called keep stone. Despite its name, no stone is used in the production of keep stone. Through the use of a highly guarded process that smelts together adamantine and lead, Highhelm's greatest crafters were able to develop a material with an appearance that more closely resembles marble than metal. Keep stone is only slightly weaker than [[adamantine|Adamantine]] alone, but with the incredible ability to disrupt magic. Any spell or magical effect targeting raw keep stone must succeed at a DC 5 flat check or the effect is lost. Keep stone's use in the construction of Torag's Shield is not only to stretch Highhelm's [[adamantine|Adamantine]] reserves further and protect the walls from magical assault, but also because of its protective effects on divination magic on both Highhelm itself and its immediate vicinity. If the target of a divination spell is in the presence of a large quantity of keep stone, including a structure, the caster must also succeed at a DC 5 flat check or the spell is lost."""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\knights-maintenance-kit.md,"Invalid YAML: Unsupported frontmatter at line 34: '  equipment, and specialized mixtures developed by the Knights of Lastwall to clean'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\K\knights-tabard.md,"Invalid YAML: Unsupported frontmatter at line 34: '  an entity (such as a deity, kingdom, or organization). Knights typically wear it'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lesser-cube-of-nex.md,"Invalid YAML: Unsupported frontmatter at line 40: ""  You hold the cube aloft and depress one of its six faces for several seconds. The cube creates six walls around you, creating a cube 10 feet on each side centered on you (typically centered on the top of your space if you're a Medium creature). If a creature or object overlaps any of these walls, that face of the cube doesn't appear; this also means if you're Huge or larger, the activation has no effect, as your space is larger than the cube would be. The duration and effect of the six walls depends on which face of the cube you press when you Activate the cube, as seen on the Cube Effects table (below). Pressing the sixth cube face with a simple Interact action Dismisses the effect; doing so isn't an activation and thus doesn't count against the cube's frequency. The walls have the AC, Hit Points, and Hardness of a [[Wall of Force]]."""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lion-claw.md,"Invalid YAML: Unsupported frontmatter at line 34: '  a predator.""'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lucky-draw-bandolier-greater.md,Invalid YAML: Unsupported frontmatter at line 42: '  | d6 | Ability (Suit) | Ammunition |'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\L\lucky-draw-bandolier.md,Invalid YAML: Unsupported frontmatter at line 42: '  | d6 | Ability (Suit) | Ammunition |'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\madcap-top.md,"Invalid YAML: Unsupported frontmatter at line 40: ""  Choose a creature within 60 feet to target and roll a d20 on the table below to determine the top's effect. You make any decisions for a spell cast by the top unless otherwise indicated, except that it must target the creature you chose, or the creature you chose must be the center of the spell's area, if it has an area but no targets. If the spell's range is less than 60 feet, increase the range to 60 feet.  Any spell DC required is DC 27, and any spell attack roll required is +17. If the top casts a spell on you, you don't get a saving throw or other defense against it.  The top can't be activated again for 1d4 hours."""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\marvelous-miniature-boat.md,"Invalid YAML: Unsupported frontmatter at line 35: '  is an exceptionally small replica of a real creature or object. The miniature is made from wood, pewter, or other simple materials, and features a rune etched into the underside of the replica\'s base. _Marvelous miniatures_ sometimes come packaged together; for example, the camping set features the boat, campfire, and horse miniatures. Activating a _marvelous miniature_ causes it to transform into another creature or object, which then can be used as normal for that object. Each miniature can be activated only once, with most of them permanently becoming the item in their description.\\n\\nThis miniature can be activated only when tossed into a large body of water, such as a lake or broad river. It transforms into a [[Cutter]]. The cutter lasts 1 day.""'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\medusas-scream-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  shield (Hardness 15, HP 60, BT 30). The shield comes with a thick leather cover'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\medusas-scream.md,"Invalid YAML: Unsupported frontmatter at line 34: '  shield (Hardness 13, HP 52, BT 26). The shield comes with a thick leather cover'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\memoir-map.md,"Invalid YAML: Unsupported frontmatter at line 34: '  obtain this tattoo appear on it, your life story traced upon your skin. Each time'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\memory-guitar.md,"Invalid YAML: Unsupported frontmatter at line 34: ""  observation, the damage seems to be intentional. From the correct angle, the guitar's"""
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\memory-palace.md,Invalid YAML: Unsupported frontmatter at line 34: '  memories for easy access. It appears to be a miniature Taldan villa small enough'
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\menacing-(greater).md,"Invalid YAML: Unsupported frontmatter at line 34: '  menacing runes lend you a formidable appearance, granting you a +2 item bonus to'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\menders-soup.md,"Invalid YAML: Unsupported frontmatter at line 34: '  contains tubers, leeks, zesty spices, reagents, and if desired, the meat of livestock.'"
F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\M\mending-lattice.md,Invalid YAML: Unsupported frontmatter at line 34: '  take damage  **Requirements** You are trained in Crafting  * * *  This lattice of'
